Passenger_ID,Flight_ID,Airline,Departure_Airport,Arrival_Airport,Departure_Time,Flight_Duration_Minutes,Flight_Status,Distance_Miles,Price_USD,Age,Gender,Income_Level,Travel_Purpose,Seat_Class,Bags_Checked,Frequent_Flyer_Status,Check_in_Method,Flight_Satisfaction_Score,Delay_Minutes,Booking_Days_In_Advance,No_Show,Weather_Impact,Seat_Selected,Booking_Lead_Time
P6066,F414,JetBlue,DFW,JFK,2024-11-25 13:55:15,208,On-time,809,296.68,50,Female,High,Emergency,Economy,0,Gold,Airport Kiosk,7.867331504,1,58,0,0,Window,79
P6067,F706,Delta,JFK,SEA,2025-04-20 02:59:32,227,Delayed,1281,340.66,43,Female,Medium,Leisure,Economy,0,,Online,7.802324581,12,65,0,0,Aisle,66
P6068,F346,American Airlines,LAX,JFK,2023-10-29 08:08:49,202,On-time,1278,487.56,79,Male,Medium,Leisure,Economy,2,Gold,Online,7.466418399,7,84,0,0,Aisle,29
P6069,F1455,Southwest,SEA,SFO,2024-12-05 04:27:05,183,Delayed,1397,247.53,32,Female,Medium,Emergency,Economy,2,,Desk,6.744497455,0,38,0,0,Window,56
P6070,F1303,American Airlines,DEN,SFO,2024-10-08 19:42:52,184,On-time,1666,325.15,36,Female,High,Emergency,Economy,0,Silver,Mobile App,8.138212952,7,24,0,0,Window,85
P6071,F238,JetBlue,LAX,DFW,2024-11-04 00:23:19,224,On-time,1230,332.69,75,Female,Low,Leisure,Premium Economy,1,Platinum,Online,8.328148317,2,66,0,1,Middle,72
P6072,F1776,United,SEA,ATL,2024-08-10 11:16:07,201,On-time,1604,329.65,68,Male,Low,Business,Economy,0,,Desk,7.261922456,5,46,0,0,Aisle,28
P6073,F398,Southwest,DEN,JFK,2024-08-12 20:44:36,194,On-time,1043,268.75,46,Male,Low,Family,Economy,1,Platinum,Mobile App,7.241522511,22,111,0,1,Middle,110
P6074,F1492,Delta,ORD,LAX,2023-09-15 12:13:45,173,Cancelled,1338,314.21,61,Male,Medium,Family,Economy,2,,Desk,8.096607811,11,93,0,0,Aisle,36
P6075,F778,Southwest,DFW,ORD,2023-04-24 09:26:11,156,On-time,1114,415.62,62,Female,Low,Business,Premium Economy,2,,Online,7.694429345,1,95,0,0,Window,86
P6076,F1244,Delta,ATL,ORD,2023-12-29 05:13:35,159,On-time,1382,416.35,41,Male,Medium,Leisure,Premium Economy,1,,Airport Kiosk,7.621245224,6,93,0,0,Middle,12
P6077,F1735,Southwest,DFW,ATL,2024-10-11 02:52:00,140,Cancelled,1085,395.86,50,Male,Low,Leisure,Economy,0,,Desk,7.128004627,7,97,0,0,Middle,31
P6078,F894,Southwest,SFO,ORD,2024-02-04 17:45:59,176,On-time,1714,158.69,53,Male,Medium,Emergency,Premium Economy,2,Silver,Mobile App,6.764229418,20,12,0,0,Window,45
P6079,F113,American Airlines,ATL,SEA,2024-03-07 18:53:31,275,On-time,1220,507.2,70,Male,Medium,Emergency,Economy,2,Platinum,Mobile App,7.027325811,15,15,0,0,Window,115
P6080,F408,Southwest,ORD,DFW,2023-07-29 06:12:09,207,On-time,989,456.23,49,Female,Medium,Leisure,Economy,1,,Online,6.985423504,0,19,0,0,Aisle,110
P6081,F722,American Airlines,ATL,SFO,2024-09-25 03:25:39,225,Cancelled,1623,275.61,77,Male,Low,Business,Premium Economy,0,Gold,Online,8.663046322,16,109,0,0,Window,111
P6082,F678,American Airlines,DEN,DEN,2024-04-03 19:00:29,120,On-time,1005,469.11,43,Female,High,Family,Economy,0,,Desk,8.254811643,6,30,0,0,Aisle,22
P6083,F1310,United,DEN,DFW,2024-11-19 08:28:26,226,Delayed,1129,363.91,78,Female,Medium,Emergency,First,1,,Online,10,5,82,1,0,Window,44
P6084,F1728,United,ATL,DFW,2024-03-12 07:22:07,230,On-time,1199,275.55,30,Male,Low,Emergency,First,0,Gold,Online,8.121212066,1,81,0,0,Window,16
P6085,F780,United,SEA,ORD,2024-11-19 03:22:05,199,Delayed,913,363.72,79,Male,Low,Business,Economy,2,Gold,Mobile App,8.07133371,0,95,0,0,Window,118
P6086,F566,American Airlines,JFK,ORD,2023-04-24 17:28:23,123,On-time,1292,317.1,61,Female,Medium,Emergency,Economy,1,,Online,9.006190992,11,25,0,0,Middle,103
P6087,F242,Southwest,DFW,SEA,2024-02-11 10:38:58,178,On-time,980,319.99,18,Male,Medium,Family,Economy,1,,Airport Kiosk,8.122075838,1,81,0,0,Window,84
P6088,F1346,Southwest,DEN,DFW,2023-12-04 07:39:01,181,On-time,1117,472.69,44,Male,High,Business,First,2,,Desk,8.730835134,8,31,0,0,Middle,65
P6089,F951,Delta,SFO,JFK,2023-07-14 20:45:58,109,On-time,1068,297,68,Male,Medium,Business,Economy,0,,Online,7.894222505,4,19,0,0,Window,100
P6090,F1122,American Airlines,JFK,DEN,2023-06-16 10:54:24,151,On-time,1395,372.13,56,Female,Medium,Family,Economy,2,,Mobile App,7.810595316,2,90,0,1,Middle,5
P6091,F1163,JetBlue,DFW,ATL,2025-02-16 10:12:54,173,On-time,1421,208.93,75,Female,Medium,Business,Economy,1,Platinum,Desk,7.310965957,6,41,0,1,Window,107
P6092,F1666,JetBlue,JFK,SFO,2023-09-12 16:09:51,208,On-time,1211,208.12,20,Female,Low,Business,Economy,2,,Mobile App,7.58902143,3,50,0,0,Aisle,17
P6093,F1968,Delta,LAX,LAX,2024-01-04 18:01:12,76,On-time,1507,371,41,Female,High,Emergency,Economy,0,Silver,Mobile App,8.254353938,3,96,0,0,Aisle,93
P6094,F703,Delta,DEN,ORD,2023-07-14 20:17:31,277,On-time,606,266.83,29,Female,High,Leisure,Economy,1,,Mobile App,6.154152458,47,17,0,0,Middle,21
P6095,F1255,American Airlines,SEA,DFW,2023-05-23 12:55:48,225,On-time,782,356.19,62,Female,Medium,Emergency,Premium Economy,0,,Mobile App,9.509375727,1,111,0,1,Aisle,117
P6096,F709,Delta,ORD,DEN,2024-10-06 18:23:46,225,Cancelled,1680,312.4,33,Female,Medium,Emergency,Economy,3,Silver,Airport Kiosk,7.021794856,4,113,0,0,Aisle,32
P6097,F415,JetBlue,JFK,ORD,2024-03-05 21:55:06,153,On-time,1723,338.74,64,Female,Medium,Business,Premium Economy,0,,Mobile App,7.333929739,16,54,0,0,Window,29
P6098,F476,Southwest,SFO,LAX,2024-06-13 13:44:24,130,On-time,1113,215.93,78,Male,Medium,Emergency,Premium Economy,1,,Mobile App,8.14562148,1,101,0,0,Middle,80
P6099,F1469,JetBlue,SFO,SFO,2023-09-16 21:55:45,148,On-time,1341,498.45,66,Male,Medium,Business,Business,2,Platinum,Airport Kiosk,6.996075851,38,111,0,0,Middle,106
P6100,F1757,JetBlue,ATL,LAX,2024-06-26 11:42:09,8,On-time,808,317.16,24,Male,High,Family,Premium Economy,0,Silver,Mobile App,8.203868959,1,80,0,1,Window,31
P6101,F202,Delta,SEA,SFO,2024-05-24 11:09:58,69,Delayed,1058,146.92,61,Male,High,Emergency,Economy,2,Silver,Desk,8.262913023,8,85,0,1,Aisle,41
P6102,F1555,United,SFO,SFO,2023-07-25 00:42:56,294,On-time,783,237.63,55,Male,Medium,Business,Premium Economy,1,Silver,Desk,8.255540412,2,83,0,0,Middle,114
P6103,F629,United,DEN,SFO,2024-04-29 13:06:19,219,On-time,922,336.52,61,Male,Low,Business,Economy,1,,Airport Kiosk,6.394716871,24,108,0,0,Aisle,77
P6104,F1156,American Airlines,ATL,SFO,2023-06-07 16:34:02,256,On-time,1120,308.5,51,Male,Medium,Family,Economy,1,,Airport Kiosk,6.686741589,8,39,0,0,Middle,9
P6105,F1504,Southwest,LAX,LAX,2024-09-24 14:55:54,186,On-time,1418,439.88,57,Female,Low,Leisure,Economy,0,,Airport Kiosk,7.822883649,0,56,0,0,Middle,110
P6106,F639,United,DFW,SEA,2023-10-31 17:39:40,106,On-time,1230,332.76,19,Male,Low,Business,Economy,2,Platinum,Airport Kiosk,8.324080626,12,54,0,0,Window,114
P6107,F1898,JetBlue,LAX,JFK,2024-09-26 01:38:21,172,On-time,1292,294,40,Male,Low,Leisure,Economy,0,,Online,7.909155647,9,117,0,0,Window,35
P6108,F373,JetBlue,JFK,ORD,2025-01-21 03:23:29,93,Cancelled,1039,346.11,65,Male,Medium,Leisure,Economy,1,Gold,Online,7.482776805,3,118,0,0,Aisle,33
P6109,F1115,United,LAX,SEA,2024-11-18 15:54:47,240,On-time,731,251.34,75,Female,Medium,Leisure,Economy,1,Silver,Mobile App,8.248328528,2,26,0,1,Aisle,72
P6110,F673,United,SFO,JFK,2023-09-26 07:45:33,76,On-time,937,328.01,29,Male,Low,Business,Economy,1,,Mobile App,8.093293624,4,13,0,0,Window,105
P6111,F1824,Delta,JFK,SFO,2024-11-30 15:01:00,186,Cancelled,1541,339.57,23,Female,Medium,Emergency,Economy,1,,Online,6.176574459,27,110,0,0,Aisle,27
P6112,F1954,American Airlines,LAX,SEA,2025-02-21 14:57:43,181,On-time,1259,352.5,61,Female,Medium,Leisure,Premium Economy,0,,Desk,8.108177823,1,88,0,1,Aisle,10
P6113,F535,Delta,ATL,SEA,2024-12-31 12:15:43,112,On-time,1347,402.09,49,Male,Medium,Leisure,Business,0,Silver,Desk,9.182920154,0,66,0,0,Window,77
P6114,F1196,Southwest,DEN,DFW,2025-01-22 20:06:24,148,Cancelled,1268,398.7,42,Male,High,Business,Economy,2,,Airport Kiosk,7.185114507,10,65,0,0,Aisle,38
P6115,F279,Delta,DFW,ATL,2023-04-25 22:34:26,200,On-time,1153,385.4,74,Female,Medium,Family,Business,2,Silver,Online,9.502805646,13,78,0,0,Aisle,118
P6116,F1564,Delta,SFO,SEA,2023-12-06 21:18:33,139,Delayed,1471,416.68,70,Male,Medium,Leisure,Premium Economy,2,,Airport Kiosk,7.53181936,16,4,0,0,Aisle,46
P6117,F1707,United,ORD,DFW,2024-05-17 13:01:53,295,On-time,1503,377.27,18,Female,Medium,Business,Economy,0,,Desk,8.889795935,3,95,0,1,Window,117
P6118,F1832,Southwest,SFO,DEN,2024-10-10 21:17:21,201,On-time,1339,48.18,59,Male,High,Emergency,Economy,1,,Online,7.363731622,3,19,0,0,Middle,18
P6119,F665,Southwest,ATL,DEN,2025-01-25 08:36:44,193,Delayed,714,365.65,36,Female,Medium,Emergency,Economy,0,Platinum,Airport Kiosk,8.552723699,6,103,0,0,Middle,117
P6120,F1058,American Airlines,DFW,DFW,2024-01-22 03:17:23,224,On-time,1425,308.01,26,Female,Low,Emergency,Economy,2,,Airport Kiosk,6.975730664,7,72,1,0,Middle,14
P6121,F1345,American Airlines,DEN,ATL,2023-08-06 08:14:19,196,On-time,1093,342.73,78,Female,Medium,Emergency,Economy,2,,Airport Kiosk,6.989493491,21,89,0,0,Middle,27
P6122,F351,Southwest,LAX,JFK,2024-06-07 21:54:22,169,On-time,1019,229.72,75,Female,Medium,Business,Premium Economy,3,Silver,Desk,7.068629882,56,73,0,0,Window,23
P6123,F885,Delta,DFW,LAX,2025-01-09 15:26:33,243,On-time,1137,461.4,62,Male,Medium,Leisure,Economy,0,,Mobile App,7.368565946,0,12,0,0,Middle,71
P6124,F821,JetBlue,LAX,SFO,2023-06-18 03:35:44,201,Cancelled,687,341.98,69,Male,Medium,Leisure,Economy,4,Gold,Desk,7.108172063,3,26,0,0,Window,106
P6125,F1654,Delta,SFO,SEA,2024-05-09 18:32:14,165,On-time,1753,264.75,61,Male,Medium,Emergency,Economy,0,Platinum,Mobile App,7.122964157,17,93,0,0,Middle,8
P6126,F356,JetBlue,SEA,DFW,2025-02-09 16:29:15,176,On-time,1362,315.96,77,Female,Medium,Business,Economy,1,Platinum,Mobile App,7.509793216,1,48,0,0,Window,46
P6127,F1864,American Airlines,SEA,ORD,2023-11-22 21:16:02,103,On-time,1399,330.13,45,Female,Low,Family,Economy,1,,Desk,6.423941257,5,92,0,1,Middle,32
P6128,F375,United,LAX,ATL,2023-05-28 03:05:12,138,On-time,1069,259.57,53,Female,High,Business,Business,0,,Mobile App,8.782998471,2,37,0,0,Window,61
P6129,F1496,Delta,JFK,ATL,2025-04-13 19:50:01,54,Cancelled,1170,341.08,54,Male,Low,Business,Premium Economy,2,Silver,Airport Kiosk,8.219096013,7,70,0,0,Middle,96
P6130,F841,United,DFW,SFO,2023-12-06 12:56:38,218,On-time,1185,413.15,30,Male,Medium,Leisure,First,3,Gold,Desk,7.502715603,11,102,0,1,Aisle,18
P6131,F82,American Airlines,SFO,SEA,2024-07-09 18:30:29,194,On-time,889,329.65,46,Male,Medium,Business,Economy,0,,Mobile App,7.751993122,3,0,0,0,Middle,66
P6132,F711,United,DEN,LAX,2024-05-29 21:16:47,163,On-time,1637,297.56,30,Female,Low,Emergency,Economy,1,Gold,Mobile App,7.248381691,11,110,0,1,Middle,73
P6133,F328,United,ATL,SFO,2024-07-31 11:34:26,256,On-time,890,287.5,55,Male,Low,Leisure,Premium Economy,2,,Mobile App,6.51101131,31,36,0,0,Middle,39
P6134,F1827,United,DFW,SEA,2025-01-12 12:08:34,163,On-time,1432,335.79,64,Male,Low,Leisure,Economy,0,,Mobile App,7.356771824,18,29,0,0,Aisle,46
P6135,F547,American Airlines,JFK,DFW,2023-06-26 17:52:21,104,On-time,1253,336.21,36,Female,Low,Leisure,Economy,1,Silver,Mobile App,7.346099141,6,107,1,1,Middle,105
P6136,F851,American Airlines,ORD,DFW,2023-08-05 02:39:02,211,On-time,1190,483.39,41,Female,Low,Business,Economy,1,Platinum,Desk,7.168136286,0,114,0,1,Window,64
P6137,F1743,Southwest,DFW,LAX,2023-06-08 14:28:37,325,On-time,1280,406.57,66,Male,Low,Family,Economy,0,,Online,7.133800249,21,30,0,0,Window,28
P6138,F1248,Southwest,ATL,DEN,2024-01-25 18:36:07,146,On-time,1339,384.61,60,Male,Medium,Leisure,Economy,1,Silver,Desk,7.722965701,7,111,0,0,Middle,49
P6139,F98,JetBlue,ORD,DFW,2023-10-31 15:21:59,82,On-time,1198,637.18,38,Male,Medium,Family,Economy,0,Platinum,Airport Kiosk,7.238721686,9,44,0,0,Window,97
P6140,F1768,Delta,ATL,SEA,2025-03-19 19:20:53,189,On-time,1129,362.71,57,Female,Medium,Business,Business,0,Gold,Mobile App,10,7,15,0,1,Window,114
P6141,F1558,JetBlue,DFW,JFK,2023-09-11 18:32:02,86,Delayed,839,243.8,31,Female,Medium,Emergency,Economy,0,,Desk,6.973222252,1,37,0,0,Middle,12
P6142,F366,United,ATL,SFO,2024-01-08 11:45:18,182,Cancelled,1537,463.53,76,Male,Medium,Business,Premium Economy,1,,Desk,8.065635625,15,107,0,0,Window,117
P6143,F1606,JetBlue,JFK,DEN,2024-01-09 17:34:13,142,On-time,1521,388.25,36,Female,Low,Business,Business,2,Gold,Airport Kiosk,7.578089236,7,0,0,0,Middle,0
P6144,F1988,Southwest,LAX,JFK,2023-09-08 22:49:53,174,Cancelled,1392,261.53,50,Male,Low,Business,Premium Economy,1,Silver,Mobile App,8.052014877,2,6,1,0,Aisle,33
P6145,F620,Southwest,JFK,ORD,2024-08-04 09:49:14,310,On-time,1586,425.49,73,Female,Low,Emergency,Economy,1,,Desk,8.804178232,14,0,0,0,Aisle,92
P6146,F559,Delta,SFO,DFW,2025-02-05 15:13:44,108,On-time,1400,472.05,30,Female,Low,Emergency,Economy,1,Gold,Desk,6.199978809,15,81,0,1,Middle,47
P6147,F863,American Airlines,SEA,SFO,2024-01-09 07:42:20,266,Delayed,1471,329.23,37,Male,Low,Business,Economy,2,,Desk,7.138938221,3,38,0,0,Aisle,110
P6148,F901,Delta,DEN,DEN,2025-03-07 03:51:06,273,On-time,1189,533.07,20,Male,Medium,Family,Economy,1,,Online,7.078389712,9,85,0,0,Aisle,76
P6149,F1292,American Airlines,SFO,SEA,2023-10-06 23:52:17,149,On-time,1094,236.06,75,Male,Medium,Business,First,0,,Online,9.59484602,6,33,0,1,Window,47
P6150,F1244,American Airlines,SEA,DFW,2024-09-16 09:54:37,230,On-time,1783,383.32,61,Male,Low,Leisure,Premium Economy,3,,Online,8.445660473,1,50,0,0,Aisle,48
P6151,F1271,JetBlue,DFW,DFW,2024-09-03 13:55:09,171,On-time,973,344.1,28,Female,Medium,Emergency,Economy,0,,Desk,8.584720047,7,96,0,0,Aisle,116
P6152,F1152,United,DFW,JFK,2024-04-14 17:45:28,176,On-time,891,491.75,64,Female,Low,Emergency,First,2,Silver,Desk,8.638149841,15,83,0,0,Middle,63
P6153,F280,JetBlue,LAX,ORD,2024-06-16 10:07:46,185,On-time,1380,425.38,67,Female,Medium,Family,Business,0,Gold,Airport Kiosk,7.86531651,12,98,0,0,Window,60
P6154,F896,Delta,DFW,JFK,2023-04-28 06:15:44,213,On-time,1770,196.43,52,Female,Medium,Business,Economy,2,,Online,6.796832994,16,87,0,0,Aisle,28
P6155,F837,Southwest,JFK,JFK,2023-08-31 15:34:09,65,Delayed,1413,340.56,22,Male,Medium,Emergency,Economy,3,,Online,7.342863853,27,59,0,0,Aisle,38
P6156,F1011,Delta,LAX,SFO,2023-09-19 05:28:11,117,On-time,1052,475.57,47,Female,Medium,Family,Premium Economy,3,Platinum,Online,8.71278161,12,68,0,0,Aisle,87
P6157,F1263,Delta,SEA,SFO,2024-04-19 12:09:41,180,On-time,1063,175.75,74,Male,High,Emergency,Economy,2,,Desk,7.228417518,5,58,0,0,Aisle,25
P6158,F1455,Southwest,JFK,LAX,2023-08-24 18:00:12,155,On-time,1248,305.79,71,Female,Medium,Family,Economy,0,Silver,Online,6.291033107,11,43,0,1,Aisle,16
P6159,F915,Delta,DFW,DEN,2023-09-01 22:27:12,149,Delayed,838,263.75,38,Male,Medium,Emergency,Economy,0,Silver,Online,7.678443972,15,72,0,0,Aisle,70
P6160,F123,United,LAX,LAX,2025-02-14 04:50:22,181,On-time,1341,167.99,31,Female,Medium,Leisure,Economy,3,Platinum,Online,6.177684409,17,51,0,0,Window,12
P6161,F1813,Delta,DEN,SFO,2024-06-23 14:58:59,115,On-time,1240,322,32,Female,Low,Business,Business,3,,Mobile App,9.603310514,2,33,0,0,Aisle,68
P6162,F1477,Delta,DFW,JFK,2025-02-05 09:48:03,271,Delayed,1115,430.73,23,Female,Low,Leisure,Business,0,Silver,Mobile App,6.881601149,16,107,0,0,Middle,25
P6163,F1830,Southwest,SFO,LAX,2025-01-13 10:48:51,163,On-time,1460,446.48,43,Male,Low,Family,Economy,1,,Mobile App,6.791710785,11,35,0,0,Window,48
P6164,F848,United,DEN,SFO,2023-11-24 08:12:24,218,On-time,1036,322.13,45,Male,Medium,Business,Business,2,Silver,Desk,7.930711174,12,109,0,0,Window,66
P6165,F1189,American Airlines,ATL,DEN,2023-07-22 07:50:25,149,On-time,775,90.9,54,Female,High,Emergency,Economy,0,,Online,6.833362967,7,83,0,0,Aisle,6
P6166,F1249,Southwest,SFO,SEA,2024-10-22 16:50:42,349,On-time,1229,456.48,41,Female,Medium,Leisure,Premium Economy,1,,Mobile App,7.613246799,11,60,0,0,Middle,57
P6167,F330,Delta,SEA,SFO,2024-10-17 08:22:24,142,On-time,1623,367.12,48,Male,High,Business,Economy,0,Gold,Mobile App,8.383058981,7,10,0,0,Aisle,48
P6168,F1993,Southwest,DFW,ATL,2024-10-19 16:53:24,115,On-time,1475,286.54,70,Female,Low,Leisure,Economy,2,Silver,Mobile App,8.020931945,13,100,0,0,Window,102
P6169,F848,JetBlue,ORD,ORD,2023-10-10 07:56:25,148,On-time,863,390.91,33,Female,Medium,Emergency,Economy,3,Platinum,Online,6.939963308,12,80,0,0,Middle,52
P6170,F1614,American Airlines,SFO,SEA,2024-07-23 18:56:14,135,On-time,1723,382.11,19,Female,Medium,Leisure,Economy,1,,Mobile App,7.953564603,3,60,0,0,Aisle,64
P6171,F340,JetBlue,ORD,LAX,2023-04-29 13:06:50,284,Cancelled,1214,322.94,22,Female,Medium,Leisure,Business,0,Silver,Desk,8.098112075,20,110,0,0,Aisle,112
P6172,F550,American Airlines,ORD,DFW,2024-06-05 03:19:59,147,On-time,816,340.44,75,Female,Medium,Family,Economy,0,Silver,Airport Kiosk,6.989706569,36,62,0,0,Middle,61
P6173,F526,JetBlue,LAX,DEN,2023-10-29 11:15:57,219,On-time,1682,251.75,63,Male,Low,Emergency,Business,2,,Mobile App,8.390810505,0,58,0,0,Window,16
P6174,F116,American Airlines,LAX,JFK,2025-02-15 22:14:57,207,On-time,1078,443.24,66,Female,High,Leisure,Economy,1,Silver,Mobile App,6.047521307,22,39,0,1,Aisle,42
P6175,F408,Southwest,DEN,ORD,2025-02-06 09:17:18,207,On-time,1319,322.33,48,Male,Medium,Family,Economy,1,,Airport Kiosk,7.640704763,1,105,0,0,Aisle,24
P6176,F1161,United,ORD,SFO,2024-02-19 02:32:37,234,Delayed,1702,463.85,68,Male,Low,Business,Economy,1,Silver,Mobile App,8.015872565,1,60,0,0,Window,2
P6177,F1798,Delta,ATL,JFK,2023-07-22 02:28:58,226,On-time,1626,290.59,65,Male,High,Emergency,Economy,1,,Mobile App,7.4576504,12,4,0,0,Aisle,78
P6178,F1067,United,DFW,JFK,2023-07-04 01:30:08,119,On-time,1339,323.38,59,Female,High,Emergency,Economy,3,Platinum,Online,7.22679154,0,71,0,0,Window,28
P6179,F1474,American Airlines,JFK,SFO,2023-10-07 20:46:14,53,On-time,1135,282.86,51,Female,Medium,Family,Business,1,,Online,8.964756462,7,37,0,1,Middle,116
P6180,F88,JetBlue,JFK,LAX,2024-04-14 12:33:58,329,On-time,1248,132.3,59,Male,Low,Family,Economy,1,Platinum,Online,7.542052371,12,9,0,0,Window,106
P6181,F1828,American Airlines,LAX,LAX,2024-04-04 12:02:04,196,On-time,1146,308.19,34,Male,Medium,Business,Premium Economy,2,Silver,Mobile App,7.071398953,10,39,1,0,Middle,31
P6182,F1216,United,SFO,DFW,2024-05-02 14:04:38,141,On-time,1289,331.77,72,Female,Medium,Leisure,Premium Economy,2,Silver,Mobile App,7.406011204,4,1,0,0,Middle,25
P6183,F180,JetBlue,DFW,LAX,2025-01-09 11:28:41,255,Delayed,1064,335.11,60,Female,Medium,Business,Economy,2,Gold,Mobile App,7.038893081,11,6,0,0,Middle,15
P6184,F210,American Airlines,ATL,SFO,2024-11-23 07:30:22,138,On-time,1058,376.03,78,Female,Low,Business,Business,0,,Airport Kiosk,9.25355397,1,64,0,0,Window,24
P6185,F1635,American Airlines,ORD,JFK,2023-11-02 05:10:29,207,Delayed,1031,449.76,69,Male,Low,Family,Economy,2,,Airport Kiosk,6.505812612,5,77,0,0,Middle,53
P6186,F244,Delta,ORD,ORD,2025-04-04 20:21:58,150,On-time,737,274.73,69,Female,Low,Emergency,Economy,0,,Desk,6.214907705,12,118,0,0,Window,27
P6187,F1914,Delta,DFW,DFW,2025-03-04 15:16:14,244,On-time,1214,448.96,18,Male,Medium,Emergency,First,1,,Desk,8.664299005,13,19,0,0,Aisle,72
P6188,F1276,Southwest,SFO,ORD,2023-07-16 05:55:21,108,On-time,1611,297.08,75,Male,Medium,Emergency,Economy,2,,Airport Kiosk,8.067818464,8,72,0,1,Window,119
P6189,F1976,United,DFW,ORD,2024-09-16 03:17:27,267,On-time,1216,411.41,22,Female,High,Emergency,Economy,3,,Airport Kiosk,8.390189972,1,105,0,1,Window,55
P6190,F1925,Southwest,JFK,SEA,2024-04-02 13:11:15,177,Delayed,1201,398.24,27,Male,Medium,Emergency,Economy,1,Gold,Mobile App,7.117811328,13,62,0,1,Aisle,64
P6191,F1346,Delta,SEA,JFK,2025-01-04 11:21:32,232,On-time,1107,365.71,73,Male,Medium,Leisure,Business,0,Silver,Airport Kiosk,7.428152052,18,29,0,0,Window,92
P6192,F1366,Southwest,ORD,DEN,2024-05-18 18:00:33,143,On-time,923,487.02,50,Female,Medium,Emergency,Economy,3,Silver,Mobile App,7.626206139,7,107,0,0,Window,120
P6193,F722,Southwest,DFW,DFW,2025-02-16 14:01:05,71,On-time,1329,274.89,61,Male,Medium,Business,Economy,0,,Online,7.789090261,3,24,0,0,Aisle,85
P6194,F1952,Southwest,DFW,DFW,2025-02-21 19:28:00,172,On-time,422,367.49,51,Female,Low,Business,First,1,,Mobile App,9.309745454,8,113,0,0,Window,79
P6195,F822,American Airlines,ORD,JFK,2024-09-02 14:30:42,173,On-time,681,202.51,19,Female,Low,Emergency,Economy,2,,Online,6.857727957,3,31,0,0,Middle,40
P6196,F324,Southwest,DFW,JFK,2023-08-19 15:33:55,132,On-time,1053,337.2,53,Male,Low,Business,Economy,0,,Desk,6.980733614,22,7,0,0,Window,114
P6197,F1988,Southwest,ORD,DEN,2025-02-09 10:28:48,193,On-time,1549,202.2,60,Male,Low,Leisure,Premium Economy,2,Silver,Mobile App,8.286622125,14,107,0,0,Middle,107
P6198,F878,United,SFO,DFW,2023-06-22 11:52:08,136,Delayed,1257,289.88,69,Male,Low,Family,Economy,0,,Mobile App,7.838330215,31,117,0,0,Middle,50
P6199,F1674,Delta,ATL,SFO,2023-06-09 20:55:49,197,On-time,1375,315.1,48,Female,Low,Business,Economy,3,,Airport Kiosk,7.593910224,8,25,0,0,Middle,117
P6200,F1950,Southwest,JFK,DFW,2024-03-25 21:38:35,125,On-time,1381,474.9,58,Female,Medium,Family,Business,2,,Mobile App,7.924551912,33,115,1,1,Middle,104
P6201,F1894,United,JFK,SEA,2024-12-19 08:08:36,151,On-time,1081,459.45,74,Female,Medium,Leisure,Economy,2,,Desk,8.10515539,27,31,1,1,Aisle,70
P6202,F351,United,ATL,JFK,2024-08-19 12:31:21,61,On-time,1343,311.5,36,Female,Medium,Emergency,Economy,1,,Mobile App,8.612029075,7,57,0,0,Aisle,77
P6203,F1832,Southwest,LAX,SEA,2023-11-11 17:37:29,219,On-time,1125,491.16,77,Female,Medium,Family,Economy,0,,Desk,5.758312055,29,84,0,0,Window,28
P6204,F1216,United,DFW,LAX,2025-03-28 18:29:52,128,On-time,1280,481.22,49,Female,Medium,Family,Business,0,,Airport Kiosk,9.064091266,1,78,0,0,Aisle,82
P6205,F717,Delta,JFK,DFW,2024-09-01 10:14:15,184,On-time,1411,408.67,40,Female,High,Emergency,Business,2,Silver,Desk,9.654495893,4,78,0,0,Window,18
P6206,F178,Southwest,JFK,SFO,2023-11-10 16:29:32,270,On-time,1449,262.55,49,Female,Low,Business,Business,2,Silver,Airport Kiosk,8.687882451,18,116,0,1,Window,65
P6207,F1092,JetBlue,ATL,ORD,2024-06-13 03:29:08,128,Cancelled,1250,468.9,62,Female,High,Family,Economy,1,,Online,7.859950525,2,61,0,0,Aisle,40
P6208,F1710,Southwest,ATL,SFO,2023-12-28 10:39:32,186,Cancelled,1053,206.67,33,Male,Medium,Family,Business,0,,Airport Kiosk,8.86902656,7,41,0,1,Middle,44
P6209,F1314,Delta,ORD,JFK,2024-12-22 14:50:45,142,On-time,720,331.49,47,Male,High,Business,Economy,2,Silver,Mobile App,6.861717133,1,81,0,0,Aisle,14
P6210,F1068,Delta,ORD,SEA,2024-01-22 19:54:22,70,On-time,679,578.19,68,Male,Medium,Emergency,Economy,0,,Mobile App,7.428761298,2,108,0,0,Aisle,2
P6211,F78,American Airlines,DFW,DFW,2023-12-05 11:07:26,130,On-time,1514,499.48,28,Female,Medium,Business,Economy,0,Platinum,Airport Kiosk,6.430447843,9,62,0,0,Middle,10
P6212,F1586,Delta,JFK,ORD,2024-01-30 19:45:43,198,On-time,1435,426.45,20,Female,Low,Family,Economy,0,,Airport Kiosk,7.045277654,12,88,0,0,Aisle,52
P6213,F1018,United,DEN,DFW,2024-10-05 09:35:49,221,On-time,1124,251.32,62,Female,Low,Leisure,Economy,2,Gold,Airport Kiosk,7.256685288,8,106,0,0,Middle,45
